Filename,konsentrasi (pppm),Rasio volume logam : pigmen (mL),temperatur,watu reaksi (menit),Background,Light type,Jarak (cm),device,ISO,Aperture f/number,Shutter speed,notes,mean_R,mean_G,mean_B,R_norm,G_norm,B_norm,h,s,v,R_G_ratio,R_B_ratio,G_B_ratio
30cu_P3P.jpg,30,6 : 3,25°C,5,putih,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,199.46666666666667,188.92777777777775,186.73888888888888,0.7822222222222223,0.7408932461873637,0.7323093681917211,10.318638149279707,0.06380904634581114,0.7822222222222223,1.0557826273990394,1.068158147375466,1.0117216498940915
3cu_H3P.jpg,3,6 : 3,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,198.9388888888889,186.95555555555555,187.0888888888889,0.7801525054466232,0.7331590413943355,0.733681917211329,359.33240611961054,0.06023625345583522,0.7801525054466232,1.0640972247849312,1.063338870667508,0.9992873209445385
3cu_H4P.jpg,3,6 : 4,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,204.64444444444445,190.01111111111112,192.48888888888888,0.8025272331154684,0.7451416122004357,0.7548583877995643,349.84054669703875,0.07150613530242149,0.8025272331154684,1.0770130345049311,1.0631493826088985,0.9871276790093807
3cu_P4P.jpg,3,6 : 4,25°C,5,putih,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,195.5,181.23888888888888,182.29444444444445,0.7666666666666667,0.7107407407407407,0.7148801742919391,355.5590183093103,0.07294685990338179,0.7666666666666667,1.0786868100982858,1.0724407950190673,0.9942096065901401
40cu_H3P.jpg,40,6 : 3,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,201.6833333333333,190.85555555555555,190.62222222222223,0.7909150326797385,0.7484531590413943,0.7475381263616558,1.2656956303363813,0.05484395229044416,0.7909150326797385,1.0567328348893312,1.058026340917325,1.00122405630041
40cu_H4P.jpg,40,6 : 4,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/20 s,,202.95555555555555,190.34444444444443,190.35555555555555,0.7959041394335512,0.7464488017429194,0.7464923747276688,359.94713656387665,0.062137304281178155,0.7959041394335512,1.0662541535250205,1.0661919159492603,0.9999416244457888
40cu_P3P.jpg,40,6 : 3,25°C,5,putih,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,196.3388888888889,186.12777777777777,183.94444444444449,0.7699564270152506,0.729912854030501,0.7213507625272333,10.56925145674552,0.06312781188987276,0.7699564270152506,1.0548607530706227,1.0673814499508105,1.0118695203220622
4cu_H3P.jpg,4,6 : 3,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,204.77777777777777,193.6611111111111,194.02777777777777,0.8030501089324619,0.7594553376906318,0.7608932461873638,358.0209895052474,0.05428648941942488,0.8030501089324619,1.0574026739053766,1.0554044326421532,0.9981102310763109
4cu_H4P.jpg,4,6 : 4,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,204.31666666666663,190.29444444444445,191.19444444444449,0.8012418300653593,0.7462527233115469,0.7497821350762529,356.1489698890648,0.06862985017810018,0.8012418300653593,1.0736869706810013,1.0686328579876818,0.9952927450485922
4cu_P4P.jpg,4,6 : 4,25°C,5,putih,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,202.86111111111111,188.95555555555555,188.84444444444443,0.7955337690631809,0.7410021786492375,0.7405664488017428,0.4756242568371931,0.06909489250992756,0.7955337690631809,1.0735916678452753,1.0742233409814015,1.0005883684365173
50cu_H3P.jpg,50,6 : 3,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,199.23888888888888,189.0388888888889,188.17222222222225,0.7813289760348584,0.7413289760348584,0.737930283224401,4.698795180722698,0.05554471181998143,0.7813289760348584,1.0539571460983252,1.0588113669337766,1.0046057045605672
50cu_H4P.jpg,50,6 : 4,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,201.32222222222225,188.46666666666667,187.82777777777775,0.7894989106753814,0.7390849673202614,0.7365795206971677,2.8406751749691352,0.06702908549036941,0.7894989106753814,1.0682112901698495,1.071844769353366,1.0034014558072626
50cu_P3P.jpg,50,6 : 3,25°C,5,putih,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,195.34444444444443,185.66666666666663,183.08333333333331,0.7660566448801742,0.7281045751633985,0.7179738562091502,12.641594925237825,0.06276662305898419,0.7660566448801742,1.0521244706947217,1.0669701049293092,1.0141101446657614
5cu_H3P.jpg,5,6 : 3,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,204.47222222222223,192.6888888888889,192.5888888888889,0.8018518518518519,0.7556427015250545,0.7552505446623095,0.5049088359045868,0.058117103654394764,0.8018518518518519,1.0611521107424928,1.0617031041623908,1.0005192355595263
5cu_H4P.jpg,5,6 : 4,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,204.04444444444445,190.36111111111111,190.96666666666667,0.8001742919389978,0.7465141612200435,0.7488888888888889,357.34470158343476,0.06706055325637117,0.8001742919389978,1.0718809224299266,1.0684819866082866,0.9968289934418684
5cu_P4P.jpg,5,6 : 4,25°C,5,putih,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,199.9,186.71666666666667,185.8388888888889,0.783921568627451,0.7322222222222222,0.7287799564270153,3.7455551165546694,0.07034072591851474,0.783921568627451,1.0706060819212386,1.0756629041398067,1.0047233212504798
60cu_H3P.jpg,60,6 : 3,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,200.7888888888889,190.23888888888888,189.11111111111111,0.7874074074074074,0.7460348583877995,0.7416122004357298,5.794481446241548,0.058159482043052456,0.7874074074074074,1.0554565841199024,1.0617508757016698,1.0059635669484888
